Signé,Nom luminaire,Artiste / Dates,Année,Catégorie,Editeur,Spécialité,Collaboration / Œuvre,Description,Matériaux,Dimensions,Estimation,Image luminaire (Nom du fichier),Image designer (imagedesigner),Lien site marchand,Etiquette,Bibliographie
Non,,Roger Rougier (?-?).,,,,Designer français ou canadien ?,Maison Rougier,,,,,luminaire_3826.jpg,,,,
Non,Etiquette,Roger Rougier (?-?).,,,,Designer français ou canadien ?,Maison Rougier,,,,,luminaire_3821.jpg,,,,
Non,Etiquette,Roger Rougier (?-?).,,,,Designer français ou canadien ?,Maison Rougier,,,,,luminaire_3823.jpg,,,,
Non,Micro,Roger Tallon (1929-2011).,1972,,,Designer français.,"Erco, Lacloche",,,,,luminaire_4185.jpg,,,,
Non,Micro,Roger Tallon (1929-2011).,1972,,,Designer français.,"Erco, Lacloche",,,,,luminaire_4188.jpg,,,,
Non,Micro,Roger Tallon (1929-2011).,1972,,,Designer français.,"Erco, Lacloche",,,,,luminaire_4189.jpg,,,,
Non,Module 400,Roger Tallon (1929-2011).,1965,,,Designer français.,"Erco, Lacloche",,,,,luminaire_4187.jpg,,,,
Non,Neon,Roger Tallon (1929-2011).,1972,,,Designer français.,"Erco, Lacloche",,,,,luminaire_4186.jpg,,,,
Non,,Rogier Vandeweghe ( - ).,,,,Artiste français.,,,,,,luminaire_4987.jpg,,,,
Non,,Rogier Vandeweghe ( - ).,,,,Artiste français.,,,,,,luminaire_4988.jpg,,,,
Non,,Rogier Vandeweghe ( - ).,,,,Artiste français.,,,,,,luminaire_4989.jpg,,,,
Non,,Roland Brice (1911-1989).,,,,Céramiste français .,Fernand Léger,,,,,luminaire_2563.jpg,,,,
Non,,Roland Brice (1911-1989).,,,,Céramiste français .,Fernand Léger,,,,,luminaire_2565.jpg,,,,
Oui,Ca,Roland Brice (1911-1989).,1950,,,Céramiste français .,Fernand Léger,,,,,luminaire_2562.jpg,,,,
Oui,R Brice Biot - Ca,Roland Brice (1911-1989).,1950,,,Céramiste français .,Fernand Léger,,,,,luminaire_2564.jpg,,,,
Non,,Rollo Studio ( - ).,,,,Artiste hollandais.,,,,,,luminaire_9179.jpg,,,,
Non,,Rollo Studio ( - ).,,,,Artiste hollandais.,,,,,,luminaire_9180.jpg,,,,
Non,,Rollo Studio ( - ).,,,,Artiste hollandais.,,,,,,luminaire_9181.jpg,,,,
Non,,Romain Girard (?-?) actif vers 1770.,,,,Sculpteur et professeur pour l’ornement,,,,,,luminaire_232.jpg,,,,
Non,,Roman Plyus ( - ).,,,,Architecte d’intérieur russe.,,,,,,luminaire_8945.jpg,,,,
Non,,Roman Plyus ( - ).,,,,Architecte d’intérieur russe.,,,,,,luminaire_8946.jpg,,,,
Non,,Romeo Rega (1904 - 1968).,,,,Designer italien.,,,,,,luminaire_4166.jpg,,,,
Non,,Romeo Rega (1904 - 1968).,,,,Designer italien.,,,,,,luminaire_4167.jpg,,,,
Non,,Romeo Rega (1904 - 1968).,,,,Designer italien.,,,,,,luminaire_4168.jpg,,,,
Non,,Romeo Rega (1904 - 1968).,,,,Designer italien.,,,,,,luminaire_4169.jpg,,,,
Non,,Romeo Rega (1904 - 1968).,,,,Designer italien.,,,,,,luminaire_4170.jpg,,,,
Non,,Romeo Rega (1904 - 1968).,,,,Designer italien.,,,,,,luminaire_4171.jpg,,,,
Non,,Ron Arad (1951 - ).,,,,Designer israélien.,"Zeus, On Off",,,,,luminaire_5145.jpg,,,,
Non,Aerial Light E 23,Ron Arad (1951 - ).,1981,,,Designer israélien.,"Zeus, On Off",,,,,luminaire_5144.jpg,,,,
Non,Armadillo,Ron Arad (1951 - ).,1987,,,Designer israélien.,"Zeus, On Off",,,,,luminaire_5146.jpg,,,,
Non,Ge-Off Sphère,Ron Arad (1951 - ).,2000,,,Designer israélien.,"Zeus, On Off",,,,,luminaire_5147.jpg,,,,
Non,Lolita,Ron Arad (1951 - ).,1999,,,Designer israélien.,"Zeus, On Off",,,,,luminaire_5143.jpg,,,,
Non,Tree light,Ron Arad (1951 - ).,,,,Designer israélien.,"Zeus, On Off",,,,,luminaire_5142.jpg,,,,
Non,,Ron Gilad (1972 -).,,,,Designer isralien.,"Flos, Moooi",,,,,luminaire_7315.jpg,,,,
Non,,Ron Gilad (1972 -).,,,,Designer isralien.,"Flos, Moooi",,,,,luminaire_7319.jpg,,,,
Non,2620,Ron Gilad (1972 -).,,,,Designer isralien.,"Flos, Moooi",,,,,luminaire_7314.jpg,,,,
Non,Dear ingo,Ron Gilad (1972 -).,,,,Designer isralien.,"Flos, Moooi",,,,,luminaire_7320.jpg,,,,
Non,Goldman,Ron Gilad (1972 -).,,,,Designer isralien.,"Flos, Moooi",,,,,luminaire_7316.jpg,,,,
Non,Lampe N° 17,Ron Gilad (1972 -).,,,,Designer isralien.,"Flos, Moooi",,,,,luminaire_7318.jpg,,,,
Non,Modèle 10650,Ronald-Cecil Sportes (1943 - ).,1984,,,Architecte et designer français.,"l'appartement privé du président François Mitterands, Verre lumière.",,,,,luminaire_5079.jpg,,,,
Non,Spiro,Ronald-Cecil Sportes (1943 - ).,,,,Architecte et designer français.,"l'appartement privé du président François Mitterands, Verre lumière.",,,,,luminaire_5081.jpg,,,,
Non,Élysée,Ronald-Cecil Sportes (1943 - ).,1983,,,Architecte et designer français.,"l'appartement privé du président François Mitterands, Verre lumière.",,,,,luminaire_5080.jpg,,,,
Non,Aim,Ronan Bouroullec (1971 - ) et Erwan Bouroullec (1976 - ).,2013,,,Designers français.,"Flos, Galerie Kréo",,,,,luminaire_5871.jpg,,,,
Non,Belt,Ronan Bouroullec (1971 - ) et Erwan Bouroullec (1976 - ).,2019,,,Designers français.,"Flos, Galerie Kréo",,,,,luminaire_5866.jpg,,,,
Non,Chaînes Metal,Ronan Bouroullec (1971 - ) et Erwan Bouroullec (1976 - ).,2016,,,Designers français.,"Flos, Galerie Kréo",,,,,luminaire_5869.jpg,,,,
Non,Lampalumina,Ronan Bouroullec (1971 - ) et Erwan Bouroullec (1976 - ).,2010,,,Designers français.,"Flos, Galerie Kréo",,,,,luminaire_5868.jpg,,,,
Non,Lighthouse T1,Ronan Bouroullec (1971 - ) et Erwan Bouroullec (1976 - ).,2010,,,Designers français.,"Flos, Galerie Kréo",,,,,luminaire_5867.jpg,,,,
Non,Objet Lumineux,Ronan Bouroullec (1971 - ) et Erwan Bouroullec (1976 - ).,1999,,,Designers français.,"Flos, Galerie Kréo",,,,,luminaire_5870.jpg,,,,
Non,,Rosette Bir (1926 - 1993).,,,,Ssculptrice française.,,,,,,luminaire_4779.jpg,,,,
Non,,Rosette Bir (1926 - 1993).,,,,Ssculptrice française.,,,,,,luminaire_4780.jpg,,,,
Non,,Rosette Bir (1926 - 1993).,,,,Ssculptrice française.,,,,,,luminaire_4781.jpg,,,,
Non,Ginkgo Blossom 04,Rosie Li (1989 - ).,,,,"Designer américaine, d’origine chinoise spécialisée dans l’éclairage sculptural.",Roll & Hill,,,,,luminaire_6960.jpg,,,,
Non,Inez,Rosie Li (1989 - ).,,,,"Designer américaine, d’origine chinoise spécialisée dans l’éclairage sculptural.",Roll & Hill,,,,,luminaire_6963.jpg,,,,
Non,Laurel Blossom 05,Rosie Li (1989 - ).,,,,"Designer américaine, d’origine chinoise spécialisée dans l’éclairage sculptural.",Roll & Hill,,,,,luminaire_6958.jpg,,,,
Non,Lina,Rosie Li (1989 - ).,,,,"Designer américaine, d’origine chinoise spécialisée dans l’éclairage sculptural.",Roll & Hill,,,,,luminaire_6961.jpg,,,,
Non,Rainbow Bubbly 01,Rosie Li (1989 - ).,,,,"Designer américaine, d’origine chinoise spécialisée dans l’éclairage sculptural.",Roll & Hill,,,,,luminaire_6959.jpg,,,,
Non,Stella Hexagon,Rosie Li (1989 - ).,,,,"Designer américaine, d’origine chinoise spécialisée dans l’éclairage sculptural.",Roll & Hill,,,,,luminaire_6962.jpg,,,,
Non,Ceto,Ross Gardam (-).,,,,Fabricant de mobilier et luminaires australien.,,,,,,luminaire_8630.jpg,,,,
Non,Ceto,Ross Gardam (-).,,,,Fabricant de mobilier et luminaires australien.,,,,,,luminaire_8636.jpg,,,,
Non,Nebula,Ross Gardam (-).,,,,Fabricant de mobilier et luminaires australien.,,,,,,luminaire_8631.jpg,,,,
Non,Noctiluca,Ross Gardam (-).,,,,Fabricant de mobilier et luminaires australien.,,,,,,luminaire_8634.jpg,,,,
Non,Silhouette,Ross Gardam (-).,,,,Fabricant de mobilier et luminaires australien.,,,,,,luminaire_8633.jpg,,,,
Non,Volant,Ross Gardam (-).,,,,Fabricant de mobilier et luminaires australien.,,,,,,luminaire_8632.jpg,,,,
Non,Agaricon,Ross Lovegrove (1958 - ).,2001,,,Designer industriel britannique.,"Artemide, BD Barcelona",,,,,luminaire_5534.jpg,,,,
Non,Andromeda,Ross Lovegrove (1958 - ).,,,,Designer industriel britannique.,"Artemide, BD Barcelona",,,,,luminaire_5536.jpg,,,,
Non,BDLove,Ross Lovegrove (1958 - ).,,,,Designer industriel britannique.,"Artemide, BD Barcelona",,,,,luminaire_5537.jpg,,,,
Non,Cosmic,Ross Lovegrove (1958 - ).,,,,Designer industriel britannique.,"Artemide, BD Barcelona",,,,,luminaire_5538.jpg,,,,
Non,Cosmic Angel,Ross Lovegrove (1958 - ).,,,,Designer industriel britannique.,"Artemide, BD Barcelona",,,,,luminaire_5535.jpg,,,,
Non,Mercury,Ross Lovegrove (1958 - ).,,,,Designer industriel britannique.,"Artemide, BD Barcelona",,,,,luminaire_5533.jpg,,,,
Non,,Rubn (2010 - ).,,,,Editeur de luminaires suédois fondé par Niclas Hoflin.,,,,,,luminaire_9116.jpg,,,,
Non,,Rubn (2010 - ).,,,,Editeur de luminaires suédois fondé par Niclas Hoflin.,,,,,,luminaire_9117.jpg,,,,
Non,,Rubn (2010 - ).,,,,Editeur de luminaires suédois fondé par Niclas Hoflin.,,,,,,luminaire_9118.jpg,,,,
Non,,Rubn (2010 - ).,,,,Editeur de luminaires suédois fondé par Niclas Hoflin.,,,,,,luminaire_9119.jpg,,,,
Non,,Rubn (2010 - ).,,,,Editeur de luminaires suédois fondé par Niclas Hoflin.,,,,,,luminaire_9120.jpg,,,,
Non,,Rudolf Dôrfler (?-?).,,,,Designer Suisse,Artolux,,,,,luminaire_3708.jpg,,,,
Non,,Rudolf Dôrfler (?-?).,,,,Designer Suisse,Artolux,,,,,luminaire_3709.jpg,,,,
Non,,Rudolf Dôrfler (?-?).,,,,Designer Suisse,Artolux,,,,,luminaire_3710.jpg,,,,
Non,,Rudolf Dôrfler (?-?).,,,,Designer Suisse,Artolux,,,,,luminaire_3711.jpg,,,,
Non,Mirage,Ruggero Giangiacomi (1930 - 2006),,,,Ruggero Giangiacomi est un plasticien et un peintre italien.,| Punto,,,,,luminaire_4873.jpg,,,,
Non,,Rui Ribeiro (-).,,,,Designer portugais.,,,,,,luminaire_9262.jpg,,,,
Non,,Rui Ribeiro (-).,,,,Designer portugais.,,,,,,luminaire_9263.jpg,,,,
Non,,Rui Ribeiro (-).,,,,Designer portugais.,,,,,,luminaire_9264.jpg,,,,
Non,,Rui Ribeiro (-).,,,,Designer portugais.,,,,,,luminaire_9265.jpg,,,,
Non,,Rui Ribeiro (-).,,,,Designer portugais.,,,,,,luminaire_9266.jpg,,,,
Non,,Rui Ribeiro (-).,,,,Designer portugais.,,,,,,luminaire_9268.jpg,,,,
Non,,Rupert Nikoll (1908 - 1986).,,,,Fabricant d’éclairage en Autrihe.,Emil Stejnar,,,,,luminaire_2292.jpg,,,,
Non,,Rupert Nikoll (1908 - 1986).,,,,Fabricant d’éclairage en Autrihe.,Emil Stejnar,,,,,luminaire_2294.jpg,,,,
Non,,Rupert Nikoll (1908 - 1986).,,,,Fabricant d’éclairage en Autrihe.,Emil Stejnar,,,,,luminaire_2295.jpg,,,,
Non,,Rupert Nikoll (1908 - 1986).,,,,Fabricant d’éclairage en Autrihe.,Emil Stejnar,,,,,luminaire_2297.jpg,,,,
